Billing	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario							
631	15067	296890	why cannot make bill payment	1474358694	12702	0	5	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
647	15479	298430	WHY I CANT DOWNLOAD BILL?	1474427015	12767	0	5	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
737	17613	304860	Hi im unable?to download the bills. Can you help me to email me the invoice dated 1 / 9 / 2016 ?	1474762648	13044	0	17	English	Billing	Billing Error	Billing	Document	Request	False	RequestSendBill							
739	17637	304923	Im unbale to download my bills. Kindly forward me the bill dated 1 / 9 / 16 to my email.	1474763562	13047	0	16	English	Billing	Make Payment - Selfcare	Billing	Document	Request	False	RequestSendBill							
739	17650	304957	but the thing is im unable to download the statement	1474763868	13047	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
811	19407	309780	ALREADY CLICL DOWNOAD,BUT CANNOT DOWNLOAD	1474958699	13245	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
812	19414	309800	HI, I can ask u.why can't download my pay bill?	1474958945	13249	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
815	19513	310185	why i cant view sept bill ?	1474963731	13261	0	7	English	Billing	Increase credit limit	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
832	19906	311392	I cannot pay online now?	1475027775	13320	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
839	20063	312241	Hi, now I want to pay the bill for oct so that I can change service. But there was no October bill for me to pay.	1475039775	13350	0	26	English	Billing	Billing Details	Billing	BillingOthers	Procedure	False	None							
850	20317	313135	WHY I can't download the bill	1475048165	13390	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
880	21148	315663	Can't download bill	1475133594	13496	0	3	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
900	21659	317008	why i dint receive any bill	1475203297	13553	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
1256	30834	353216	ive done earlier but maybe there's problem on downloading the bill	1476260823	15112	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	WhyCannotViewBill							
1272	31209	354089	I cant download my bill. please help<NL>my name is Mohd Hisyam Othman.<NL>ic 015311 	1476323152	15153	0	13	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1272	31213	354095	I cant download my bill. please help<NL>my name is Mohd Hisyam Othman.<NL>ic 015311 <NL>Urgen	1476323199	15153	0	13	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1359	33475	361517	hi! why i cannot download the monthly statement?	1476515173	15483	0	8	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1363	33551	361920	Hi, why i couldn't download my bill and pay it? it shown "No result found!" what it means?	1476520680	15498	0	18	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	NoResultFound							
1363	33554	361940	Hi, why i couldn't download my bill and pay it? it shown "No result found!" what it means?	1476520827	15498	0	18	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	NoResultFound							
1363	33562	361989	Hi Faizul, i already set to " allow all sites to show pop-up) but still the same	1476521234	15498	0	17	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	StillNotWorking							
1363	33567	362022	still the same..no bill shown on my account. i couldn't download my bill	1476521492	15498	0	13	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1416	35171	366982	Why I could not download 2016 01 Aug Inv; 2016 Sep 01 inv & 2016 Oct 01 Inv??	1476669259	15702	0	18	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1438	35685	370759	how to set the blocker?	1476763296	15878	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
1501	37228	375261	i already paid the aug-oct 16 bill but why not update inside the system?	1476934789	16080	0	13	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1512	37508	376809	Why i can't pay my bill??	1476962112	16141	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1601	39864	386520	I GET PROBLEM BILL CANT PAY FROM MAYBANK 2 U	1477442936	16520	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1806	45208	408516	I cannot download bill	1478047517	17484	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1810	45306	408671	Morning... I want to print my bill on September 2016. But on select invoice only show bill for October,November and December 2016. Please show me how to print bill on September 2016. Tq.	1478048769	17492	0	31	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1810	45313	408711	I already did the pop-ups but still can not download	1478049102	17492	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	StillNotWorking							
1853	46644	413871	why the online statement was not updated on the official web page?	1478134536	17706	0	12	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1894	47671	418083	Good morning, I try to download my current month bill, but no response	1478220924	17897	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1894	47676	418100	I now in Download & Pay Bill, I try to download My Nov Bill, but no response	1478221208	17897	0	17	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1900	47786	418581	Why chrome cannot download bill but firefox can?	1478227154	17921	0	8	English	Billing	Billing Error	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
1902	47825	418788	why i cant download bill?	1478229231	17931	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
1913	48057	419953	I cannot download my October bill?	1478243318	17992	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1913	48061	419997	I cannot download my october bill?	1478243925	17992	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1926	48390	421459	Hi, how do I download my bill? I'm already login, I click on "Download & Pay Bill", then "Download", but nothing comes up. Pls help.	1478307696	18061	0	25	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
1987	49735	430730	Good morning<NL>i cannot download bill and make payment	1478656797	18480	0	8	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2067	52097	442073	failed to get my invoice info	1479106938	18955	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2067	52099	442075	cant download my invoice as well	1479106964	18955	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2104	52923	446534	why cant bill	1479194582	19158	0	3	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2159	54568	452238	I haven't received my statement of Oct	1479340044	19411	0	7	English	Billing	Billing Address	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2183	55156	456182	any problem? fail to download the bill	1479520526	19586	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2189	55263	456861	hello why i cant download my bill . it said popup blocked	1479542360	19621	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2258	57070	465012	I would like to ask why i cannot download my bill?	1479947001	19976	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2289	57924	469720	Actually I want to print out October' 2016 Statement, due I haven't received received it throught my e-mail .but at view bill that is no statement to print out	1480078073	20164	0	28	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2297	58181	470226	why CANNOT DOWNLOAD BILL ?	1480128589	20185	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2405	61109	482233	It appears "waiting for redone login.com" at left bottom of screen. It looks like downloading, but end is appear our conversation chat room without any downloading file....	1480492165	20697	0	27	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	ErrorCode							
2405	61110	482239	Can i use Chrome?	1480492193	20697	0	4	English	Billing	Make Payment - Selfcare	None	None	ObjectName	True	None							
2421	61501	483807	I CANT TO DOWNLOAD MY BILL AT SELFCARE LOGIN,<NL>WHY, BECAUSE REDONE EXEC TOLD ME THAT AT 1 ST DEC I ABLE TO DOWNLOAD MY BILL	1480547564	20767	0	24	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2424	61569	484379	CANT DOWNLOAD THE BILL	1480552895	20789	0	4	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2424	61572	484395	HOW TO PRINT OUT??	1480552949	20789	0	4	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill							
2428	61686	484824	i would like to settle my bil today as im going oversea this eve. but i try to dload my bil which is on 1 st dec.	1480555298	20804	0	26	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2428	61687	484839	i can see the bil but when i want to dload nothing came out	1480555346	20804	0	14	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2441	62017	487832	Y I cannot download my bill?	1480569230	20975	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2443	62087	488597	i can't download the bill inside the website	1480573973	21007	0	8	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2443	62101	488668	just now, i'm click at the Download & Pay Bill	1480574612	21007	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2443	62105	488677	seem like the bill is not available yet	1480574667	21007	0	8	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2443	62109	488698	i'm able to download last month bill	1480574789	21007	0	7	English	Billing	Billing Details	None	None	None	False	None							
2443	62114	488714	maybe the bill is not ready yet	1480574892	21007	0	7	English	Billing	Billing Details	None	None	None	False	None							
2457	62410	490910	how come i cannot download latest bill ?	1480595797	21110	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2466	62647	491485	i thnik is over 3 month so cannot to download	1480641669	21139	0	10	English	Billing	Billing Dispute	Billing	BillingTroubleShooting	Procedure	True	WhyCannotViewBill							
2487	63362	496605	Why I cannot download and pay bills this month??	1480726408	21400	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2489	63429	496899	why always cannot download bill?	1480729977	21411	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2489	63434	496912	i want download bill see payment	1480730076	21411	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowViewBill							
2573	65933	510379	why can not download my bill	1481009655	21959	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2608	67002	517662	and how to i see the total bill from every month?	1481177548	22224	0	11	English	Billing	Billing Details	Billing	BillOutstanding	Procedure	False	WhichFieldToPay							
2666	68665	529033	hi, morning, why cant download bill of dec ?	1481593046	22675	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2677	68904	530216	i Try to download the Oct to Dec bill, but cannot . Why	1481614096	22740	0	13	English	Billing	Reprint / Resend Bill	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2683	69000	530647	however , i couldnt download bills for Aug n Sept...	1481621368	22756	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2683	69001	530648	Hope you can provide the convinient to allow me to download bills for Aug n Sept..	1481621393	22756	0	16	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2683	69017	530679	i jus nid to download bills for Aug n Sept	1481621784	22756	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2701	69583	534352	why my bill already payment ,but cant use	1481703432	22918	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyStillBar							
2715	69995	536335	Hi, why i can't view and download my account bill?	1481762160	23009	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2733	70473	537931	How come the bill cannot be download ?	1481772613	23071	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2739	70641	539441	can't check	1481785239	23133	0	2	English	Billing	Billing Details	None	None	Procedure	False	None							
2739	70661	539495	y i can't see my bill?	1481785896	23133	0	6	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
2752	71051	540285	Hi..starting last few months, i did not receive ebill to my email.	1481791462	23165	0	12	English	Billing	Billing Address	Billing	Document	Reason	False	WhyNoEmail							
2752	71064	540364	can you check for 3 more lines.<NL> 0124154881 <NL> 0164549574 <NL> 0174894698 	1481791798	23165	0	7	English	Billing	Billing Address	None	None	Request	False	None							
2752	71065	540370	these lines will send ebill to my email too...but i didnot receive it since last few months	1481791825	23165	0	17	English	Billing	Billing Address	Billing	Document	Reason	False	WhyNoEmail							
2752	71069	540389	can i request 0124154881 & 0164549574 ebill to me?	1481791951	23165	0	9	English	Billing	Billing Address	Billing	Document	Request	False	RequestSendBill							
2752	71075	540452	before this, i received seperate ebill	1481792334	23165	0	6	English	Billing	Billing Address	None	None	None	False	None							
2820	72915	551935	does that mean that ii have to pay around 200 ++ next month?	1482052916	23680	0	12	English	Billing	Billing Details	Billing	BillOutstanding	Object	True	BillAmount							
2820	72922	551949	but if i pay before my bill before it is generated, tha payment is still included right?	1482053269	23680	0	17	English	Billing	Billing Details	Billing	BillingOthers	Object	True	None							
2820	72924	551957	let's say i might use rm 30 more in december, which makes the bill rm 180 ++, but if i pay rm 150 now, the bill would be arounf rm 30 ++ right?	1482053403	23680	0	28	English	Billing	Billing Details	Billing	BillingOthers	Object	True	None							
2829	73151	553633	pls help me check my bill	1482120342	23755	0	6	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount							
2874	74469	558543	If I am not mistaken I did not sign-up auto debit but the phone bill I noticed that the latest bill amount was charged in my credit card bill. How can this happen?	1482227657	23950	0	33	English	Billing	Billing Dispute	Billing	AutoDebit	Reason	False	WhenAutoDebit							
2874	74473	558549	Could you please give me the detail when I did the auto-debit? I have 2 red 1 number, but only 1 number sign-up for auto debit	1482227783	23950	0	26	English	Billing	Billing Dispute	Billing	AutoDebit	ObjectName	False	WhenAutoDebit							
2874	74486	558564	Why charge on credit card?	1482228190	23950	0	5	English	Billing	Billing Dispute	Billing	BillingOthers	Reason	False	None							
